Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.35     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<Window*, std::default_delete<Window> > >::type& std::get<1ul, Window*, std::default_delete<Window> >(std::tuple<Window*, std::default_delete<Window> >&)
  0.00      0.35     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<Renderer*, std::default_delete<Renderer> > >::type& std::get<1ul, Renderer*, std::default_delete<Renderer> >(std::tuple<Renderer*, std::default_delete<Renderer> >&)
  0.00      0.35     0.00        1     0.00     0.00  std::remove_reference<CallbackTimer*&>::type&& std::move<CallbackTimer*&>(CallbackTimer*&)
  0.00      0.35     0.00        1     0.00     0.00  std::remove_reference<Window*&>::type&& std::move<Window*&>(Window*&)
  0.00      0.35     0.00        1     0.00     0.00  std::remove_reference<Renderer*&>::type&& std::move<Renderer*&>(Renderer*&)
  0.00      0.35     0.00        1     0.00     0.00  std::default_delete<CallbackTimer>&& std::forward<std::default_delete<CallbackTimer> >(std::remove_reference<std::default_delete<CallbackTimer> >::type&)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<CallbackTimer::Callback>(CallbackTimer::Callback*)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<CallbackTimer::Callback*>(CallbackTimer::Callback*, CallbackTimer::Callback*)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<CallbackTimer::Callback*, CallbackTimer::Callback>(CallbackTimer::Callback*, CallbackTimer::Callback*, std::allocator<CallbackTimer::Callback>&)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<EventObserver**>(EventObserver**, EventObserver**)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<EventObserver**, EventObserver*>(EventObserver**, EventObserver**, std::allocator<EventObserver*>&)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<RenderLayer>*>(std::shared_ptr<RenderLayer>*, std::shared_ptr<RenderLayer>*)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<RenderLayer>*, std::shared_ptr<RenderLayer> >(std::shared_ptr<RenderLayer>*, std::shared_ptr<RenderLayer>*, std::allocator<std::shared_ptr<RenderLayer> >&)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<AsteroidObject>*>(std::shared_ptr<AsteroidObject>*, std::shared_ptr<AsteroidObject>*)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<AsteroidObject>*, std::shared_ptr<AsteroidObject> >(std::shared_ptr<AsteroidObject>*, std::shared_ptr<AsteroidObject>*, std::allocator<std::shared_ptr<AsteroidObject> >&)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<Scene>*>(std::shared_ptr<Scene>*, std::shared_ptr<Scene>*)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<Scene>*, std::shared_ptr<Scene> >(std::shared_ptr<Scene>*, std::shared_ptr<Scene>*, std::allocator<std::shared_ptr<Scene> >&)
  0.00      0.35     0.00        1     0.00     0.00  void std::_Destroy<std::shared_ptr<Scene> >(std::shared_ptr<Scene>*)
  0.00      0.35     0.00        1     0.00     0.00  std::pair<std::__strip_reference_wrapper<std::decay<float>::type>::__type, std::__strip_reference_wrapper<std::decay<float>::type>::__type> std::make_pair<float, float>(float&&, float&&)
  0.00      0.35     0.00        1     0.00     0.00  std::pair<std::__strip_reference_wrapper<std::decay<int>::type>::__type, std::__strip_reference_wrapper<std::decay<int>::type>::__type> std::make_pair<int, int>(int&&, int&&)
  0.00      0.35     0.00        1     0.00     0.00  Player::Player(glm::vec<2, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, std::shared_ptr<Shader> const&, std::shared_ptr<Texture> const&, std::shared_ptr<ProjectilePool> const&)::{lambda()#1}::shared_ptr({lambda()#1}&&)
  0.00      0.35     0.00        1     0.00     0.00  Player::Player(glm::vec<2, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, std::shared_ptr<Shader> const&, std::shared_ptr<Texture> const&, std::shared_ptr<ProjectilePool> const&)::{lambda()#1}::shared_ptr({lambda()#1} const&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 2.86% of 0.35 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     97.1    0.01    0.33                 main [1]
                0.00    0.11   50000/50000       Renderer::draw() [3]
                0.00    0.10   50000/50000       AsteroidManager::update(float) [5]
                0.06    0.02   50000/50000       CollisionDetector::checkCollisions() [6]
                0.01    0.01   50000/50000       CallbackTimer::update() [15]
                0.00    0.01   50001/50001       std::unique_ptr<Renderer, std::default_delete<Renderer> >::operator->() const [31]
                0.01    0.00   50000/50000       Window::update() [32]
                0.00    0.01       1/1           std::shared_ptr<ProjectilePool> std::make_shared<ProjectilePool, std::shared_ptr<Shader>&, std::shared_ptr<RenderLayer>&, std::shared_ptr<CollisionDetector>&>(std::shared_ptr<Shader>&, std::shared_ptr<RenderLayer>&, std::shared_ptr<CollisionDetector>&) [62]
                0.00    0.00   50000/50000       Player::update(float) [65]
                0.00    0.00      13/783323      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [26]
                0.00    0.00       4/4           std::shared_ptr<Shader> std::make_shared<Shader, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [109]
                0.00    0.00       1/1           std::shared_ptr<Object> std::make_shared<Object, glm::vec<2, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, std::shared_ptr<Shader>&>(glm::vec<2, float, (glm::qualifier)0>&&, glm::vec<2, float, (glm::qualifier)0>&&, std::shared_ptr<Shader>&) [132]
                0.00    0.00       1/1           std::shared_ptr<Player> std::make_shared<Player, glm::vec<2, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, std::shared_ptr<Shader>&, std::shared_ptr<Texture>&, std::shared_ptr<ProjectilePool>&>(glm::vec<2, float, (glm::qualifier)0>&&, glm::vec<2, float, (glm::qualifier)0>&&, std::shared_ptr<Shader>&, std::shared_ptr<Texture>&, std::shared_ptr<ProjectilePool>&) [133]
                0.00    0.00       1/1           std::shared_ptr<TexturedObject> std::make_shared<TexturedObject, glm::vec<2, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, std::shared_ptr<Shader>&, std::shared_ptr<Texture>&>(glm::vec<2, float, (glm::qualifier)0>&&, glm::vec<2, float, (glm::qualifier)0>&&, std::shared_ptr<Shader>&, std::shared_ptr<Texture>&) [131]
                0.00    0.00       4/1566110     std::__shared_ptr_access<Shader, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [24]
                0.00    0.00       3/783056      Shader::setUniform(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, glm::mat<4, 4, float, (glm::qualifier)0> const&) [40]
                0.00    0.00       1/1           std::shared_ptr<TextRenderer> std::make_shared<TextRenderer, char const (&) [27], int>(char const (&) [27], int&&) [143]
                0.00    0.00       3/64          RenderLayer::addObject(std::shared_ptr<Object> const&) [100]
                0.00    0.00       1/1           Object::setCenterPosition(glm::vec<2, float, (glm::qualifier)0>) [145]
                0.00    0.00       1/1           Shader::setUniform(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, glm::vec<4, float, (glm::qualifier)0> const&) [146]
                0.00    0.00   50003/50003       std::__shared_ptr_access<Player, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [226]
                0.00    0.00   50001/50001       std::unique_ptr<Window, std::default_delete<Window> >::operator->() const [239]
                0.00    0.00   50001/50107       std::__shared_ptr_access<CollisionDetector, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [214]
                0.00    0.00   50001/50002       std::unique_ptr<CallbackTimer, std::default_delete<CallbackTimer> >::operator->() const [231]
                0.00    0.00   50000/50061       std::__shared_ptr_access<AsteroidManager, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [217]
                0.00    0.00      39/1500        std::shared_ptr<Texture>::~shared_ptr() <cycle 1> [436]
                0.00    0.00      19/19          std::__shared_ptr_access<TextRenderer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [700]
                0.00    0.00      19/19          std::__cxx11::to_string(int) [713]
                0.00    0.00      19/19          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [719]
                0.00    0.00      19/19          TextRenderer::renderText(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, int, SDL_Color) [693]
                0.00    0.00      18/18          std::shared_ptr<Texture>::operator=(std::shared_ptr<Texture>&&) [726]
                0.00    0.00      18/18          std::__shared_ptr_access<TexturedObject, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [725]
                0.00    0.00      18/82          std::shared_ptr<Texture>::shared_ptr(std::shared_ptr<Texture> const&) [439]
                0.00    0.00      18/18          TexturedObject::setTexture(std::shared_ptr<Texture>) [720]
                0.00    0.00       8/8           Utils::readFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [788]
                0.00    0.00       6/219         glm::vec<2, float, (glm::qualifier)0>::vec<int, int>(int, int) [350]
                0.00    0.00       4/1500        std::shared_ptr<Shader>::~shared_ptr() <cycle 1> [580]
                0.00    0.00       3/3           std::shared_ptr<RenderLayer> std::make_shared<RenderLayer>() [1000]
                0.00    0.00       3/50003       std::__shared_ptr_access<Scene, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [224]
                0.00    0.00       3/3           Scene::addRenderLayer(std::shared_ptr<RenderLayer> const&) [908]
                0.00    0.00       3/3           glm::vec<4, float, (glm::qualifier)0>::vec<int, int, int, int>(int, int, int, int) [907]
                0.00    0.00       3/67          glm::mat<4, 4, float, (glm::qualifier)0> glm::ortho<float>(float, float, float, float, float, float) [445]
                0.00    0.00       3/150109      std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [201]
                0.00    0.00       3/1500        std::shared_ptr<Object>::~shared_ptr() <cycle 1> [358]
                0.00    0.00       3/1500        std::shared_ptr<RenderLayer>::~shared_ptr() <cycle 1> [781]
                0.00    0.00       2/2           std::shared_ptr<Texture> std::make_shared<Texture, char const (&) [14]>(char const (&) [14]) [1156]
                0.00    0.00       1/1           std::_MakeUniq<Window>::__single_object std::make_unique<Window, int, int>(int&&, int&&) [1573]
                0.00    0.00       1/1           Window::init() [1195]
                0.00    0.00       1/1           InputHandler::InputHandler() [1175]
                0.00    0.00       1/1           std::shared_ptr<CollisionDetector> std::make_shared<CollisionDetector>() [1571]
                0.00    0.00       1/1           std::_MakeUniq<Renderer>::__single_object std::make_unique<Renderer>() [1574]
                0.00    0.00       1/1           std::shared_ptr<Scene> std::make_shared<Scene>() [1572]
                0.00    0.00       1/1           Renderer::addScene(std::shared_ptr<Scene> const&) [1197]
                0.00    0.00       1/1           Object::setName(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1193]
                0.00    0.00       1/1           Player::setSpeed(float) [1194]
                0.00    0.00       1/50004       std::__shared_ptr<Player, (__gnu_cxx::_Lock_policy)2>::get() const [220]
                0.00    0.00       1/62          CollisionDetector::addObject(Object*) [536]
                0.00    0.00       1/1           std::shared_ptr<Object>::shared_ptr<Player, void>(std::shared_ptr<Player> const&) [1325]
                0.00    0.00       1/733126      std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [184]
                0.00    0.00       1/73          Texture::getSize() [443]
                0.00    0.00       1/1           std::shared_ptr<Object>::shared_ptr<TexturedObject, void>(std::shared_ptr<TexturedObject> const&) [1326]
                0.00    0.00       1/1           std::shared_ptr<AsteroidManager> std::make_shared<AsteroidManager, std::shared_ptr<RenderLayer>&, std::shared_ptr<CollisionDetector>&>(std::shared_ptr<RenderLayer>&, std::shared_ptr<CollisionDetector>&) [1569]
                0.00    0.00       1/1           AsteroidFactory::AsteroidFactory() [1185]
                0.00    0.00       1/1           AsteroidFactory::setSpawnArea(glm::vec<4, float, (glm::qualifier)0>) [1183]
                0.00    0.00       1/1           AsteroidFactory::setTargetArea(glm::vec<4, float, (glm::qualifier)0>) [1184]
                0.00    0.00       1/1           std::pair<std::__strip_reference_wrapper<std::decay<float>::type>::__type, std::__strip_reference_wrapper<std::decay<float>::type>::__type> std::make_pair<float, float>(float&&, float&&) [1618]
                0.00    0.00       1/1           std::pair<std::__strip_reference_wrapper<std::decay<int>::type>::__type, std::__strip_reference_wrapper<std::decay<int>::type>::__type> std::make_pair<int, int>(int&&, int&&) [1619]
                0.00    0.00       1/1           std::shared_ptr<AsteroidPrototype> std::make_shared<AsteroidPrototype, std::shared_ptr<Texture>&, std::shared_ptr<Shader>&, std::pair<int, int>, std::pair<float, float> >(std::shared_ptr<Texture>&, std::shared_ptr<Shader>&, std::pair<int, int>&&, std::pair<float, float>&&) [1570]
                0.00    0.00       1/1           AsteroidFactory::addPrototype(AsteroidPrototype::Size, std::shared_ptr<AsteroidPrototype> const&) [1182]
                0.00    0.00       1/1           std::shared_ptr<AsteroidPrototype>::~shared_ptr() [1321]
                0.00    0.00       1/2           std::_MakeUniq<CallbackTimer>::__single_object std::make_unique<CallbackTimer>() [1157]
                0.00    0.00       1/1           std::function<void ()>::function<main::{lambda()#1}, void>(main::{lambda()#1}&&) [1560]
                0.00    0.00       1/2           CallbackTimer::addCallback(std::function<void ()>, int) [1013]
                0.00    0.00       1/5           std::function<void ()>::~function() [860]
                0.00    0.00       1/2           std::unique_ptr<CallbackTimer, std::default_delete<CallbackTimer> >::~unique_ptr() [1071]
                0.00    0.00       1/1           std::shared_ptr<AsteroidManager>::~shared_ptr() [1318]
                0.00    0.00       1/1           std::shared_ptr<TexturedObject>::~shared_ptr() [1316]
                0.00    0.00       1/1           std::shared_ptr<Player>::~shared_ptr() [1327]
                0.00    0.00       1/3           std::shared_ptr<ProjectilePool>::~shared_ptr() [964]
                0.00    0.00       1/2           std::shared_ptr<Scene>::~shared_ptr() [1068]
                0.00    0.00       1/1           std::unique_ptr<Renderer, std::default_delete<Renderer> >::~unique_ptr() [1336]
                0.00    0.00       1/1           std::shared_ptr<TextRenderer>::~shared_ptr() [1315]
                0.00    0.00       1/1500        std::shared_ptr<CollisionDetector>::~shared_ptr() <cycle 1> [1067]
                0.00    0.00       1/1           std::unique_ptr<Window, std::default_delete<Window> >::~unique_ptr() [1333]
                0.00    0.00       1/1           InputHandler::~InputHandler() [1176]
-----------------------------------------------
                0.00    0.11   50000/50000       Renderer::draw() [3]
[2]     31.0    0.00    0.11   50000         Scene::draw() [2]
                0.01    0.09  150000/150000      RenderLayer::draw() [4]
                0.01    0.00  150000/150000      __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::operator*() const [29]
                0.00    0.00  200000/200000      bool __gnu_cxx::operator!=<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > > const&) [194]
                0.00    0.00  150000/150109      std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [201]
                0.00    0.00  150000/150000      __gnu_cxx::__normal_iterator<std::shared_ptr<RenderLayer>*, std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > > >::operator++() [202]
                0.00    0.00   50000/50003       std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > >::begin() [228]
                0.00    0.00   50000/50003       std::vector<std::shared_ptr<RenderLayer>, std::allocator<std::shared_ptr<RenderLayer> > >::end() [227]
-----------------------------------------------
                0.00    0.11   50000/50000       main [1]
[3]     31.0    0.00    0.11   50000         Renderer::draw() [3]
                0.00    0.11   50000/50000       Scene::draw() [2]
                0.00    0.00  100000/100000      bool __gnu_cxx::operator!=<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > > const&) [209]
                0.00    0.00   50000/50001       std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > >::begin() [247]
                0.00    0.00   50000/50001       std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > >::end() [246]
                0.00    0.00   50000/50000       __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::operator*() const [257]
                0.00    0.00   50000/50003       std::__shared_ptr_access<Scene, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [224]
                0.00    0.00   50000/50000       __gnu_cxx::__normal_iterator<std::shared_ptr<Scene>*, std::vector<std::shared_ptr<Scene>, std::allocator<std::shared_ptr<Scene> > > >::operator++() [255]
-----------------------------------------------
                0.01    0.09  150000/150000      Scene::draw() [2]
[4]     28.2    0.01    0.09  150000         RenderLayer::draw() [4]
                0.00    0.06  733053/733053      TexturedObject::draw() [10]
                0.01    0.01  783053/783053      bool std::operator!=<Object>(std::shared_ptr<Object> const&, decltype(nullptr)) [16]
                0.01    0.00  783053/784184      __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >::operator++() [25]
                0.00    0.00   50000/783053      Object::draw() [8]
                0.00    0.00  150000/833151      std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::begin() [17]
                0.00    0.00  150000/833241      std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::end() [41]
                0.00    0.00  933053/1616654     bool __gnu_cxx::operator!=<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > const&) [158]
                0.00    0.00  783053/784597      __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >::operator*() const [165]
                0.00    0.00  783053/783053      std::__shared_ptr_access<Object, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [180]
-----------------------------------------------
                0.00    0.10   50000/50000       main [1]
[5]     27.8    0.00    0.10   50000         AsteroidManager::update(float) [5]
                0.00    0.07  633053/633053      AsteroidObject::update(float) [7]
                0.01    0.01 1899226/1899348     std::__shared_ptr_access<AsteroidObject, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [12]
                0.00    0.00  633075/633075      Object::getCenterPosition() [64]
                0.00    0.00      45/45          RenderLayer::removeObject(std::shared_ptr<Object> const&) [68]
                0.00    0.00 1899271/1899271     __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator*() const [157]
                0.00    0.00  683098/683194      std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::end() [186]
                0.00    0.00  683098/683143      bool __gnu_cxx::operator!=<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > > const&) [187]
                0.00    0.00  633098/633098      AsteroidObject::isAlive() [189]
                0.00    0.00  633053/633053      __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator++() [190]
                0.00    0.00   50000/50051       std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::begin() [218]
                0.00    0.00      45/150109      std::__shared_ptr_access<RenderLayer, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [201]
                0.00    0.00      45/106         std::shared_ptr<Object>::shared_ptr<AsteroidObject, void>(std::shared_ptr<AsteroidObject> const&) [411]
                0.00    0.00      45/1500        std::shared_ptr<Object>::~shared_ptr() <cycle 1> [358]
                0.00    0.00      45/50107       std::__shared_ptr_access<CollisionDetector, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [214]
                0.00    0.00      45/1899454     std::__shared_ptr<AsteroidObject, (__gnu_cxx::_Lock_policy)2>::get() const [156]
                0.00    0.00      45/45          __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::operator->() const [625]
                0.00    0.00      45/45          CollisionDetector::removeObject(Object*) [611]
                0.00    0.00      45/45          __gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject> const*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::__normal_iterator<std::shared_ptr<AsteroidObject>*>(__gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject>*, __gnu_cxx::__enable_if<std::__are_same<std::shared_ptr<AsteroidObject>*, std::shared_ptr<AsteroidObject>*>::__value, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >::__type> const&) [616]
                0.00    0.00      45/45          std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > >::erase(__gnu_cxx::__normal_iterator<std::shared_ptr<AsteroidObject> const*, std::vector<std::shared_ptr<AsteroidObject>, std::allocator<std::shared_ptr<AsteroidObject> > > >) [641]
-----------------------------------------------
                0.06    0.02   50000/50000       main [1]
[6]     22.9    0.06    0.02   50000         CollisionDetector::checkCollisions() [6]
                0.02    0.00 19337915/19337915     std::vector<Object*, std::allocator<Object*> >::operator[](unsigned long) [13]
                0.00    0.00 4799483/4799483     CollisionDetector::checkCollision(glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&, glm::vec<2, float, (glm::qualifier)0> const&) [154]
                0.00    0.00   50000/50024       std::vector<Object*, std::allocator<Object*> >::size() const [219]
                0.00    0.00      23/23          Player::collide(Object*) [680]
-----------------------------------------------
                0.00    0.07  633053/633053      AsteroidManager::update(float) [5]
[7]     19.2    0.00    0.07  633053         AsteroidObject::update(float) [7]
                0.00    0.05  633053/683053      Object::movePosition(glm::vec<2, float, (glm::qualifier)0>) [9]
                0.01    0.00 1266106/1266167     glm::vec<2, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<2, float, (glm::qualifier)0> const&, float) [18]
-----------------------------------------------
                0.00    0.00   50000/783053      RenderLayer::draw() [4]
                0.02    0.04  733053/783053      TexturedObject::draw() [10]
[8]     17.1    0.02    0.04  783053         Object::draw() [8]
                0.01    0.00  783053/783053      VertexArrayObject::bind() const [27]
                0.00    0.01 1566106/1566110     std::__shared_ptr_access<Shader, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [24]
                0.01    0.00  783053/783323      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [26]
                0.00    0.00  783053/1566110     Shader::setActive() [22]
                0.00    0.00  783053/783056      Shader::setUniform(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, glm::mat<4, 4, float, (glm::qualifier)0> const&) [40]
                0.00    0.00  783053/783053      std::__shared_ptr_access<ObjectTransform, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [178]
                0.00    0.00  783053/783053      ObjectTransform::getTransform() [175]
                0.00    0.00  783053/1466698     std::__shared_ptr_access<VertexArrayObject, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [162]
-----------------------------------------------
                0.00    0.00   50000/683053      Player::update(float) [65]
                0.00    0.05  633053/683053      AsteroidObject::update(float) [7]
[9]     16.1    0.00    0.06  683053         Object::movePosition(glm::vec<2, float, (glm::qualifier)0>) [9]
                0.02    0.02  683053/683117      Object::recalculateBuffer() [11]
                0.01    0.00  683053/833151      std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::begin() [17]
                0.00    0.00  683053/833241      std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > >::end() [41]
                0.00    0.00  683053/1616654     bool __gnu_cxx::operator!=<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > const&, __gnu_cxx::__normal_iterator<std::shared_ptr<Object>*, std::vector<std::shared_ptr<Object>, std::allocator<std::shared_ptr<Object> > > > const&) [158]
                0.00    0.00  683053/683053      glm::vec<2, float, (glm::qualifier)0>& glm::vec<2, float, (glm::qualifier)0>::operator+=<float>(glm::vec<2, float, (glm::qualifier)0> const&) [188]
-----------------------------------------------
                0.00    0.06  733053/733053      RenderLayer::draw() [4]
[10]    16.0    0.00    0.06  733053         TexturedObject::draw() [10]
                0.02    0.04  733053/783053      Object::draw() [8]
                0.00    0.00  733053/733126      std::__shared_ptr_access<Texture, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const [184]
                0.00    0.00  733053/733053      Texture::bind() [185]
-----------------------------------------------
